Numero_OL,Dia_Ocorrencia,Dia_Abertura,Status,Responsavel,Tipo_Projeto,Produto,Lote,Ensaio,Protocolo/Metodo,Parametro,Nome_Sequencia,Diretorio,Tipo_de_Erro,Ocorrencia,Avaliação,Classificação,Causa_Raiz,Criticidade,Data_atualização,Atualizado_Por,Status_Final
2025_OL_0505,17/09/2025,19/09/2025,Finalizado,Vitor Montenegro,Transferencia Analítica,Produto_1,BAN97d,N_270,Protocolo_15,Robustez,SEQ_61,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,23/09/2025,Dom Pinto,Aprovado
2025_OL_0506,18/09/2025,21/09/2025,Finalizado,Apollo Vargas,Solventes Residuais,Produto_4,BAN973,N_259,Protocolo_82,Degradação Forçada,SEQ_111,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,27/09/2025,Dr. Murilo Caldeira,Aprovado
2025_OL_0507,18/09/2025,22/09/2025,Finalizado,Alícia Fogaça,Liberação,Produto_4,BAN8ce,N_202,Protocolo_20,Linearidade,SEQ_126,Banco/Solventes Residuais/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,28/09/2025,Mathias Vasconcelos,Reprovado
2025_OL_0508,22/09/2025,26/09/2025,Finalizado,Ágatha Brito,Estabilidade,Produto_18,BAN882,N_201,Protocolo_71,Degradação Forçada,SEQ_34,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Baixa,01/10/2025,Heloísa Alves,Aprovado
2025_OL_0509,22/09/2025,25/09/2025,Finalizado,Vitória Macedo,Liberação,Produto_22,BAN926,N_228,Protocolo_4,Linearidade,SEQ_65,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,26/09/2025,Isabela Duarte,Aprovado
2025_OL_0510,23/09/2025,25/09/2025,Finalizado,Hadassa Brito,Sumário de Validação,Produto_23,BAN9b0,N_301,Protocolo_21,Degradação Forçada,SEQ_149,Banco/Substancias/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,26/09/2025,Enzo Gabriel Pinto,Aprovado
2025_OL_0511,23/09/2025,26/09/2025,Finalizado,Sr. Matteo Fogaça,Liberação,Produto_15,BAN8aa,N_288,Protocolo_5,Precisão,SEQ_123,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,01/10/2025,Luísa da Mata,Aprovado
2025_OL_0512,23/09/2025,24/09/2025,Finalizado,Ana Julia Moraes,Solicitação de Analise,Produto_20,BAN8bc,N_260,Protocolo_77,Exatidão,SEQ_125,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,30/09/2025,Bernardo Pimenta,Reprovado
2025_OL_0513,23/09/2025,23/09/2025,Finalizado,Dra. Larissa da Cunha,Liberação,Produto_1,BAN859,N_210,Protocolo_15,Robustez,SEQ_129,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,03/10/2025,Nicolas Almeida,Aprovado
2025_OL_0514,25/09/2025,25/09/2025,Finalizado,Sarah Pimenta,Solventes Residuais,Produto_19,BAN810,N_304,Protocolo_85,Degradação Forçada,SEQ_85,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,02/10/2025,Eloah Viana,Aprovado
2025_OL_0515,25/09/2025,27/09/2025,Finalizado,Arthur Miguel Vasconcelos,Estabilidade,Produto_19,BAN932,N_294,Protocolo_32,Linearidade,SEQ_97,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,27/09/2025,Hadassa Almeida,Reprovado
2025_OL_0516,25/09/2025,28/09/2025,Finalizado,Valentim Aragão,Sumário de Validação,Produto_18,BAN898,N_346,Protocolo_66,Exatidão,SEQ_74,Banco/Teor/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,29/09/2025,Ana Liz Abreu,Aprovado
2025_OL_0517,26/09/2025,26/09/2025,Finalizado,Srta. Catarina Albuquerque,Solventes Residuais,Produto_1,BAN8ea,N_275,Protocolo_64,Linearidade,SEQ_90,Banco/Degradação/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,30/09/2025,João Guilherme Freitas,Aprovado
2025_OL_0518,27/09/2025,27/09/2025,Finalizado,Diogo Mendes,Estabilidade,Produto_16,BAN81c,N_227,Protocolo_34,Linearidade,SEQ_58,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,02/10/2025,Emilly Pinto,Aprovado
2025_OL_0519,27/09/2025,28/09/2025,Finalizado,Arthur Gabriel Vieira,Outros,Produto_8,BAN92f,N_280,Protocolo_70,Precisão,SEQ_134,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Baixa,05/10/2025,Luigi Fernandes,Aprovado
2025_OL_0520,27/09/2025,01/10/2025,Finalizado,Diogo Guerra,Estabilidade,Produto_2,BAN9a4,N_299,Protocolo_73,Exatidão,SEQ_52,Banco/Substancias/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,05/10/2025,Ana Vitória Albuquerque,Aprovado
2025_OL_0521,28/09/2025,29/09/2025,Finalizado,Maria Laura Gonçalves,Outros,Produto_18,BAN841,N_343,Protocolo_29,Linearidade,SEQ_21,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,07/10/2025,Luiz Felipe Sá,Aprovado
2025_OL_0522,29/09/2025,29/09/2025,Finalizado,Apollo Ribeiro,Liberação,Produto_21,BAN81b,N_215,Protocolo_8,Linearidade,SEQ_1,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,03/10/2025,Bárbara Vieira,Aprovado
2025_OL_0523,30/09/2025,02/10/2025,Finalizado,Joaquim da Mota,Estabilidade,Produto_18,BAN7e3,N_340,Protocolo_38,Linearidade,SEQ_129,Banco/Teor/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,07/10/2025,Levi Borges,Aprovado
2025_OL_0524,01/10/2025,02/10/2025,Finalizado,Breno Pimenta,Estabilidade,Produto_18,BAN7fe,N_295,Protocolo_73,Exatidão,SEQ_131,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,09/10/2025,André Monteiro,Aprovado
2025_OL_0525,02/10/2025,03/10/2025,Finalizado,Ana Lívia Rodrigues,Solicitação de Analise,Produto_3,BAN8ab,N_261,Protocolo_64,Degradação Forçada,SEQ_120,Banco/Degradação/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Média,04/10/2025,Valentina Barbosa,Aprovado
2025_OL_0526,03/10/2025,06/10/2025,Finalizado,Eloah Melo,Outros,Produto_24,BAN913,N_246,Protocolo_37,Linearidade,SEQ_9,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Documentação,Sobrecarga de Trabalho,Média,14/10/2025,Zoe Fernandes,Aprovado
2025_OL_0527,03/10/2025,04/10/2025,Finalizado,Alícia Moraes,Solventes Residuais,Produto_9,BAN854,N_311,Protocolo_37,Exatidão,SEQ_144,Banco/Teor/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,06/10/2025,Josué Azevedo,Aprovado
2025_OL_0528,05/10/2025,08/10/2025,Finalizado,Carlos Eduardo Cassiano,Sumário de Validação,Produto_15,BAN810,N_301,Protocolo_99,Precisão,SEQ_132,Banco/Teor/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,13/10/2025,Pietra Almeida,Aprovado
2025_OL_0529,05/10/2025,06/10/2025,Finalizado,Emanuella Santos,Solventes Residuais,Produto_20,BAN910,N_228,Protocolo_16,Linearidade,SEQ_148,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,14/10/2025,Marina Leão,Aprovado
2025_OL_0530,05/10/2025,06/10/2025,Finalizado,Sr. Yan Gonçalves,Outros,Produto_21,BAN98c,N_228,Protocolo_56,Exatidão,SEQ_18,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,12/10/2025,Ayla Sousa,Aprovado
2025_OL_0531,06/10/2025,09/10/2025,Finalizado,Lavínia Cirino,Solventes Residuais,Produto_21,BAN91f,N_241,Protocolo_17,Degradação Forçada,SEQ_143,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,12/10/2025,Léo Caldeira,Aprovado
2025_OL_0532,06/10/2025,06/10/2025,Finalizado,Dra. Maria Luiza Pereira,Solicitação de Analise,Produto_16,BAN904,N_206,Protocolo_60,Linearidade,SEQ_58,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,08/10/2025,Dra. Emanuella Vasconcelos,Aprovado
2025_OL_0533,07/10/2025,11/10/2025,Finalizado,Carlos Eduardo Borges,Estabilidade,Produto_23,BAN924,N_314,Protocolo_75,Linearidade,SEQ_143,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Outros,Média,19/10/2025,Pedro Henrique Cavalcanti,Aprovado
2025_OL_0534,07/10/2025,08/10/2025,Finalizado,Isis Vieira,Solventes Residuais,Produto_4,BAN7fc,N_288,Protocolo_31,Robustez,SEQ_54,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,17/10/2025,Alexandre da Cunha,Aprovado
2025_OL_0535,08/10/2025,12/10/2025,Finalizado,Bárbara da Rocha,Estabilidade,Produto_8,BAN896,N_238,Protocolo_28,Linearidade,SEQ_150,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,14/10/2025,Camila Ramos,Aprovado
2025_OL_0536,08/10/2025,08/10/2025,Finalizado,Yago Caldeira,Solventes Residuais,Produto_23,BAN9c4,N_212,Protocolo_56,Linearidade,SEQ_60,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Outros,Baixa,10/10/2025,Mirella Albuquerque,Aprovado
2025_OL_0537,09/10/2025,10/10/2025,Finalizado,Davi Macedo,Liberação,Produto_3,BAN927,N_213,Protocolo_97,Linearidade,SEQ_141,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,20/10/2025,Maria Liz Fonseca,Aprovado
2025_OL_0538,09/10/2025,13/10/2025,Finalizado,Sofia Lima,Estabilidade,Produto_1,BAN985,N_288,Protocolo_42,Precisão,SEQ_15,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,21/10/2025,Sr. Samuel Cassiano,Aprovado
2025_OL_0539,09/10/2025,10/10/2025,Finalizado,Lucas Gabriel da Cunha,Estabilidade,Produto_21,BAN848,N_343,Protocolo_23,Linearidade,SEQ_27,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,18/10/2025,Liz Siqueira,Aprovado
2025_OL_0540,10/10/2025,14/10/2025,Finalizado,Pedro Henrique da Mata,Liberação,Produto_11,BAN8f6,N_331,Protocolo_50,Estabilidade Bancada,SEQ_74,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Outros,Média,19/10/2025,Thomas Sales,Reprovado
2025_OL_0541,11/10/2025,15/10/2025,Finalizado,Fernanda Freitas,Estabilidade,Produto_21,BAN928,N_267,Protocolo_30,Linearidade,SEQ_68,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,24/10/2025,Francisco Nunes,Aprovado
2025_OL_0542,11/10/2025,11/10/2025,Finalizado,José Miguel Souza,Solicitação de Analise,Produto_18,BAN914,N_349,Protocolo_29,Linearidade,SEQ_143,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,13/10/2025,Dr. Theodoro Lopes,Aprovado
2025_OL_0543,12/10/2025,16/10/2025,Finalizado,Sra. Isabel Aragão,Liberação,Produto_17,BAN93d,N_223,Protocolo_73,Linearidade,SEQ_145,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Baixa,19/10/2025,Maria Laura da Cunha,Aprovado
2025_OL_0544,12/10/2025,15/10/2025,Finalizado,José Pedro Novaes,Fotoestabilidade,Produto_8,BAN85a,N_235,Protocolo_22,Linearidade,SEQ_47,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Baixa,24/10/2025,Srta. Alice Caldeira,Aprovado
2025_OL_0545,12/10/2025,12/10/2025,Finalizado,Ísis Peixoto,Liberação,Produto_5,BAN8eb,N_325,Protocolo_1,Linearidade,SEQ_125,Banco/Degradação/Sequencias,Máquina,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,21/10/2025,Luigi Cardoso,Aprovado
2025_OL_0546,12/10/2025,16/10/2025,Finalizado,Oliver Siqueira,Solicitação de Analise,Produto_20,BAN7d2,N_342,Protocolo_33,Precisão,SEQ_112,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Documentação,Falta de Treinamento Adequado,Média,19/10/2025,Enzo Fernandes,Aprovado
2025_OL_0547,12/10/2025,14/10/2025,Finalizado,Isaque Silveira,Estabilidade,Produto_8,BAN930,N_249,Protocolo_36,Linearidade,SEQ_137,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,23/10/2025,Aurora da Rosa,Aprovado
2025_OL_0548,12/10/2025,12/10/2025,Finalizado,Samuel Garcia,Solventes Residuais,Produto_17,BAN97f,N_332,Protocolo_82,Exatidão,SEQ_46,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Média,18/10/2025,Maria Eduarda Ramos,Aprovado
2025_OL_0549,13/10/2025,13/10/2025,Finalizado,Sr. Bruno Montenegro,Outros,Produto_14,BAN9ba,N_345,Protocolo_11,Estabilidade Bancada,SEQ_60,Banco/Degradação/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,14/10/2025,José Gomes,Aprovado
2025_OL_0550,13/10/2025,16/10/2025,Finalizado,Eduarda Freitas,Estabilidade,Produto_20,BAN98f,N_207,Protocolo_24,Linearidade,SEQ_143,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,25/10/2025,Maya Aragão,Aprovado
2025_OL_0551,14/10/2025,17/10/2025,Finalizado,Mariah Marques,Outros,Produto_3,BAN844,N_229,Protocolo_2,Linearidade,SEQ_117,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,18/10/2025,Kamilly Souza,Aprovado
2025_OL_0552,15/10/2025,18/10/2025,Finalizado,Helena Pires,Solventes Residuais,Produto_5,BAN814,N_304,Protocolo_54,Linearidade,SEQ_57,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,18/10/2025,Brayan Freitas,Aprovado
2025_OL_0553,16/10/2025,16/10/2025,Finalizado,Breno Pimenta,Solicitação de Analise,Produto_22,BAN93c,N_285,Protocolo_7,Robustez,SEQ_125,Banco/Substancias/Sequencias,Máquina,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Média,16/10/2025,Liz Costela,Aprovado
2025_OL_0554,16/10/2025,18/10/2025,Finalizado,Srta. Kamilly Barbosa,Solventes Residuais,Produto_18,BAN86b,N_211,Protocolo_31,Exatidão,SEQ_28,Banco/Solventes Residuais/Sequencias,Máquina,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Revisão ou Checagem,Média,26/10/2025,Cecilia Farias,Reprovado
2025_OL_0555,18/10/2025,21/10/2025,Finalizado,Heloísa Casa Grande,Sumário de Validação,Produto_6,BAN80c,N_300,Protocolo_47,Linearidade,SEQ_91,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,28/10/2025,Sofia Fernandes,Aprovado
2025_OL_0556,18/10/2025,21/10/2025,Finalizado,Ana Lívia Andrade,Estabilidade,Produto_12,BAN8d8,N_314,Protocolo_33,Exatidão,SEQ_34,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Média,28/10/2025,Aylla Pereira,Aprovado
2025_OL_0557,18/10/2025,18/10/2025,Finalizado,Diego Vargas,Estabilidade,Produto_1,BAN7d2,N_339,Protocolo_16,Linearidade,SEQ_79,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,26/10/2025,Melissa Barbosa,Aprovado
2025_OL_0558,20/10/2025,23/10/2025,Finalizado,Sra. Luísa Silva,Estabilidade,Produto_7,BAN7d5,N_219,Protocolo_17,Estabilidade Bancada,SEQ_97,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Procedimento ou Método Inadequado,Média,31/10/2025,Mathias Nascimento,Aprovado
2025_OL_0559,21/10/2025,21/10/2025,Finalizado,Arthur Fogaça,Impurezas Elementares,Produto_23,BAN80a,N_334,Protocolo_82,Exatidão,SEQ_123,Banco/Solventes Residuais/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Alta,30/10/2025,Valentina Aragão,Aprovado
2025_OL_0560,21/10/2025,21/10/2025,Finalizado,Liz das Neves,Outros,Produto_15,BAN83d,N_295,Protocolo_94,Degradação Forçada,SEQ_109,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,24/10/2025,Davi Lucas Silva,Aprovado
2025_OL_0561,21/10/2025,24/10/2025,Finalizado,Sra. Beatriz Vasconcelos,Estabilidade,Produto_2,BAN97b,N_300,Protocolo_7,Linearidade,SEQ_100,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Erro Isolado,Média,30/10/2025,Dr. Arthur Cirino,Aprovado
2025_OL_0562,21/10/2025,24/10/2025,Finalizado,Erick Fonseca,Estabilidade,Produto_17,BAN87d,N_334,Protocolo_47,Linearidade,SEQ_147,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Alta,31/10/2025,Clarice Pereira,Aprovado
2025_OL_0563,23/10/2025,26/10/2025,Finalizado,Antony Martins,Estabilidade,Produto_1,BAN9b5,N_292,Protocolo_82,Linearidade,SEQ_80,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Baixa,26/10/2025,Caleb Viana,Aprovado
2025_OL_0564,23/10/2025,25/10/2025,Finalizado,Sophie Guerra,Estabilidade,Produto_1,BAN98f,N_322,Protocolo_10,Linearidade,SEQ_130,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Média,27/10/2025,Maria Helena da Mota,Reprovado
2025_OL_0565,23/10/2025,27/10/2025,Finalizado,Thales Novais,Liberação,Produto_23,BAN994,N_302,Protocolo_84,Robustez,SEQ_48,Banco/Estabilidade/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,30/10/2025,Manuella Pacheco,Aprovado
2025_OL_0566,24/10/2025,24/10/2025,Finalizado,Esther Ferreira,Estabilidade,Produto_21,BAN847,N_257,Protocolo_1,Linearidade,SEQ_114,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Baixa,28/10/2025,Dr. Benjamim Brito,Aprovado
2025_OL_0567,24/10/2025,25/10/2025,Finalizado,Dr. Danilo Abreu,Estabilidade,Produto_9,BAN98b,N_309,Protocolo_57,Linearidade,SEQ_12,Banco/Degradação/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Procedimento ou Método Inadequado,Média,28/10/2025,Bryan Albuquerque,Aprovado
2025_OL_0568,25/10/2025,26/10/2025,Finalizado,Maria Sophia Freitas,Transferencia Analítica,Produto_4,BAN820,N_331,Protocolo_24,Exatidão,SEQ_27,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Outros,Média,04/11/2025,Dr. José Pedro Dias,Aprovado
2025_OL_0569,26/10/2025,29/10/2025,Finalizado,Lucas Gabriel Jesus,Solventes Residuais,Produto_22,BAN92f,N_267,Protocolo_90,Degradação Forçada,SEQ_111,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,08/11/2025,Leonardo Casa Grande,Aprovado
2025_OL_0570,26/10/2025,29/10/2025,Finalizado,Srta. Bianca Borges,Sumário de Validação,Produto_13,BAN7d5,N_264,Protocolo_25,Exatidão,SEQ_8,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,01/11/2025,Pedro Miguel Martins,Reprovado
2025_OL_0571,27/10/2025,30/10/2025,Finalizado,Ana Sophia Dias,Sumário de Validação,Produto_16,BAN8e2,N_228,Protocolo_51,Linearidade,SEQ_134,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Baixa,31/10/2025,João Miguel da Paz,Aprovado
2025_OL_0572,29/10/2025,30/10/2025,Finalizado,Guilherme das Neves,Liberação,Produto_16,BAN904,N_261,Protocolo_80,Robustez,SEQ_85,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Revisão ou Checagem,Média,02/11/2025,Ryan Silveira,Aprovado
2025_OL_0573,29/10/2025,29/10/2025,Finalizado,Lavínia Barros,Estabilidade,Produto_20,BAN920,N_205,Protocolo_99,Linearidade,SEQ_95,Banco/Substancias/Sequencias,Máquina,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Alta,31/10/2025,José Pedro Aragão,Aprovado
2025_OL_0574,29/10/2025,31/10/2025,Finalizado,Ryan Nascimento,Sumário de Validação,Produto_23,BAN7e1,N_259,Protocolo_43,Linearidade,SEQ_59,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,08/11/2025,Ryan Silva,Aprovado
2025_OL_0575,30/10/2025,03/11/2025,Finalizado,Srta. Sarah Ribeiro,Sumário de Validação,Produto_7,BAN843,N_260,Protocolo_11,Exatidão,SEQ_137,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,03/11/2025,Sr. Mateus Ramos,Aprovado
2025_OL_0576,30/10/2025,01/11/2025,Finalizado,Gael da Costa,Estabilidade,Produto_5,BAN800,N_216,Protocolo_64,Linearidade,SEQ_65,Banco/Degradação/Sequencias,Metodologia,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,06/11/2025,Josué Sousa,Aprovado
2025_OL_0577,31/10/2025,03/11/2025,Finalizado,Sr. Arthur Gabriel da Cunha,Outros,Produto_4,BAN919,N_320,Protocolo_40,Exatidão,SEQ_48,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Outros,Média,03/11/2025,Dra. Ana Clara Castro,Aprovado
2025_OL_0578,01/11/2025,01/11/2025,Finalizado,Allana Cardoso,Sumário de Validação,Produto_23,BAN8ef,N_244,Protocolo_2,Linearidade,SEQ_45,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,10/11/2025,Arthur Silveira,Aprovado
2025_OL_0579,01/11/2025,02/11/2025,Finalizado,Henrique da Costa,Estabilidade,Produto_21,BAN98d,N_326,Protocolo_58,Linearidade,SEQ_2,Banco/Solventes Residuais/Sequencias,Meio Ambiente,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,11/11/2025,João Pastor,Aprovado
2025_OL_0580,03/11/2025,07/11/2025,Finalizado,Ana Lívia Borges,Estabilidade,Produto_1,BAN980,N_339,Protocolo_80,Exatidão,SEQ_106,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Alta,10/11/2025,Caleb Sousa,Aprovado
